"Permit_ID","Yelp_ID"
1259,"yee-hwa-korean-restaurant-washington-2"
1260,NULL
1261,"charlie-palmer-steak-washington"
1262,NULL
1264,"mega-wraps-washington"
1266,NULL
1267,"casa-blanca-restaurant-washington"
1268,NULL
1269,NULL
1271,NULL
1274,NULL
1275,"hunan-palace-washington"
1276,NULL
1277,NULL
1279,NULL
1280,NULL
1281,"java-green-washington"
1282,"the-passenger-washington"
1283,"zenobia-lounge-washington"
1284,"busboys-and-poets-washington-3"
1287,NULL
1288,"vermont-village-cafe-washington"
1289,NULL
1290,"quiznos-sub-washington"
1291,"stans-restaurant-and-bar-washington"
1293,NULL
1294,"caf?la-ruche-washington-2"
1295,NULL
1296,NULL
1297,"the-indian-experience-washington"
1299,"ascot-restaurant-washington"
1302,"mortons-the-steakhouse-washington-3"
1304,"sea-catch-restaurant-washington"
1305,"canal-caf?washington-2"
1306,NULL
1307,NULL
1309,NULL
1311,"filomena-ristorante-washington"
1312,"ching-ching-cha-washington"
1314,NULL
1315,NULL
1316,"ristorante-piccolo-washington"
1319,NULL
1320,"paper-moon-washington-2"
1321,"chopsticks-washington"
1322,"california-grill-washington-2"
1323,NULL
1324,NULL
1328,"au-bon-pain-washington-7"
1329,"lawsons-deli-washington"
1330,"the-meeting-place-washington"
1332,"florida-avenue-grill-washington"
1333,NULL
1335,NULL
1336,"subway-washington-24"
1337,"sushi-aoi-washington"
1338,"capitol-city-brewing-company-washington-3"
1339,"bibiana-washington"
1340,"haad-thai-restuarant-washington"
1362,"city-buffet-restaurant-washington"
1363,NULL
1365,NULL
1366,NULL
1371,NULL
1372,"subway-washington-60"
1373,"brasserie-beck-washington"
1374,"the-wonderland-ballroom-washington"
1375,NULL
1376,"fogo-de-chao-washington-2"
1377,"au-bon-pain-washington-7"
1378,"sunrise-cafe-washington"
1379,NULL
1380,"mayur-kabab-house-washington"
1381,NULL
1382,NULL
1384,NULL
1388,NULL
1389,"italian-kitchen-on-u-washington-3"
1390,"mio-restaurant-washington"
1392,NULL
1394,NULL
1395,"west-wing-cafe-washington"
1396,"west-wing-cafe-washington"
1397,NULL
1398,"smith-and-wollensky-washington"
1399,"tosca-washington"
1400,NULL
1401,NULL
1403,"subway-washington-4"
1404,"cafe-cozy-corner-washington"
1407,NULL
1408,"greek-deli-and-catering-washington"
1409,"jonathans-gourmet-deli-washington"
1410,"nooshi-washington"
1411,NULL
1412,"west-wing-cafe-washington-2"
1413,"via-cucina-express-washington"
1417,"sip-of-seattle-washington"
1420,"corduroy-washington-4"
1422,"subway-washington-24"
1423,NULL
1425,NULL
1427,"el-rinconcito-cafe-washington"
1428,"jacks-famous-deli-washington-5"
1429,"subway-washington-60"
1431,NULL
1432,"famous-luigis-restaurant-washington"
1434,NULL
1435,"baja-grille-washington"
1437,NULL
1438,"the-university-club-of-washington-dc-washington"
1439,NULL
1440,"tandoori-time-washington"
1441,"via-19-washington"
1442,"quiznos-washington-7"
1443,NULL
1447,"the-works-cafe-washington"
1449,NULL
1450,NULL
1451,NULL
1453,NULL
1454,NULL
1455,NULL
1456,"port-of-piraeus-market-washington-4"
1457,NULL
1458,"jackie-lees-the-lounge-uptown-washington"
1459,NULL
1460,NULL
1462,"westend-bistro-by-eric-ripert-washington"
1463,"friends-kabob-washington"
1464,NULL
1465,NULL
1466,NULL
1467,"daily-grill-washington"
1469,NULL
1470,"high-noon-fresh-and-ready-washington"
1471,"mai-thai-washington-2"
1472,NULL
1473,"constitution-cafe-washington-3"
1474,NULL
1475,NULL
1477,"franklin-grille-washington"
1478,"grillfish-washington"
1479,"meiwah-washington"
1482,NULL
1484,"blue-duck-tavern-washington"
1487,NULL
1488,"oceanaire-seafood-room-washington-2"
1490,"atrium-cafe-washington-3"
1491,"district-grill-washington"
1492,NULL
1493,"bobby-vans-steakhouse-washington"
1494,"cafe-phillips-washington-3"
1495,NULL
1496,"elephant-and-castle-washington"
1497,NULL
1498,"subway-sandwiches-and-salads-washington-2"
1499,"islander-carribean-restaurant-and-lounge-washington-2"
1500,"das-ethiopian-washington"
1501,NULL
1503,NULL
1504,NULL
1505,"indulj-washington"
1506,NULL
1507,"quick-pita-washington-3"
1509,NULL
1512,NULL
1515,NULL
1516,"bens-chili-bowl-washington"
1517,"public-bar-washington"
1518,NULL
1519,"ulah-bistro-washington"
1522,NULL
1524,"bertuccis-brick-oven-pizzeria-washington-2"
1525,NULL
1526,"old-dominion-brewhouse-washington"
1527,NULL
1528,"pasara-thai-restaurant-washington"
1529,"ristorante-i-ricchi-washington"
1530,"the-melting-pot-washington-2"
1533,NULL
1535,NULL
1536,"cf-folks-restaurant-washington"
1537,"palm-restaurant-washington"
1538,NULL
1540,NULL
1541,"1789-washington-2"
1542,NULL
1544,NULL
1546,NULL
1547,"mcdonalds-washington-13"
1548,"the-tombs-washington"
1549,"wisemillers-grocery-and-deli-washington"
1550,"dc-bread-and-brew-washington"
1552,NULL
1555,NULL
1556,"trattoria-nicolas-washington"
1559,NULL
1561,NULL
1564,"stevens-sandwich-shoppe-washington"
1565,NULL
1566,NULL
1567,"quiznos-sub-washington-2"
1568,"elis-restaurant-washington-3"
1569,"casa-nonna-washington"
1570,"billy-martins-tavern-washington"
1571,"cosi-washington"
1575,"au-bon-pain-washington-18"
1576,NULL
1579,NULL
1580,"moby-dick-house-of-kabob-washington"
1581,NULL
1582,"solar-cafe-washington"
1583,NULL
1586,"quiznos-subs-washington-8"
1587,NULL
1593,NULL
1601,"market-to-market-washington-2"
1606,"aria-pizzeria-and-bar-washington-3"
1609,NULL
1610,"sbarro-washington-4"
1615,NULL
1616,"luna-grill-and-diner-washington"
1617,"soho-cafe-and-market-washington-3"
1618,"chef-geoffs-downtown-washington"
1620,NULL
1621,NULL
1622,NULL
1623,"sala-thai-washington-2"
1624,"alero-restaurant-washington-4"
1625,"paolos-ristorante-washington"
1628,NULL
1630,NULL
1631,NULL
1632,"firefly-washington"
1633,"pizza-hut-washington-20"
1634,"daily-grill-washington-3"
1635,NULL
1636,NULL
1638,NULL
1639,NULL
1641,"popeyes-famous-fried-chicken-washington-4"
1642,NULL
1643,NULL
1644,NULL
1645,"la-villa-washington"
1647,NULL
1650,NULL
1651,"finemondo-restaurant-washington"
1652,"levantes-washington"
1653,NULL
1654,NULL
1657,"creme-cafe-and-lounge-washington"
1658,NULL
1660,"cafe-cantina-washington-3"
1661,"thai-tanic-restaurant-washington"
1662,"el-rinconcito-ii-washington"
1663,NULL
1665,"taj-mahal-restaurant-washington"
1666,"otello-washington"
1670,NULL
1672,"shellys-back-room-washington-2"
1673,"subway-washington-24"
1674,"devon-and-blakely-washington-2"
1675,"cafe-mozart-washington"
1678,"grill-kabob-washington"
1679,NULL
1680,"avenue-grill-washington"
1681,NULL
1682,NULL
1683,NULL
1685,NULL
1689,"quiznos-washington-28"
1695,"cosi-washington-11"
1697,"the-front-page-washington"
1698,"baja-fresh-mexican-grill-washington"
1699,NULL
1701,"five-guys-burgers-and-fries-washington-8"
1702,"azis-cafe-washington"
1703,"tabaq-bistro-washington"
1705,NULL
1706,"heritage-india-washington-2"
1708,NULL
1710,"ceiba-washington-2"
1711,NULL
1712,NULL
1713,"caf?citron-washington-3"
1714,"jumbo-pizza-washington-2"
1715,NULL
1717,"cafe-collage-washington"
1718,NULL
1719,NULL
1720,"cosi-washington-8"
1722,NULL
1723,NULL
1726,"tuscana-west-washington"
1728,"jonathans-gourmet-deli-washington-2"
1729,NULL
1731,"republic-gardens-restaurant-washington"
1732,"subway-washington-38"
1734,"kellys-irish-times-washington"
1735,NULL
1736,NULL
1737,"subway-sandwich-shop-washington-4"
1738,NULL
1739,NULL
1740,NULL
1741,"five-guys-burgers-and-fries-washington-2"
1742,"jacks-fresh-washington-5"
1743,"lighter-restaurant-washington"
1745,"five-guys-washington-2"
1746,NULL
1747,"petes-new-haven-style-apizza-washington"
1748,"potbelly-sandwich-works-washington-16"
1749,"tjs-gourmet-deli-washington"
1751,NULL
1752,NULL
1753,NULL
1754,NULL
1755,NULL
1764,NULL
1766,"au-bon-pain-washington-7"
1767,"dc-coast-washington-2"
1769,"quiznos-washington-9"
1770,NULL
1771,NULL
1772,NULL
1774,"occidental-washington"
1775,"willard-room-restaurant-washington"
1776,"caf?du-parc-washington-2"
1780,NULL
1782,NULL
1783,NULL
1785,"bangkok-one-washington"
1787,"dc-noodles-washington-6"
1791,"cafe-eagle-washington"
1792,"coppis-organic-washington"
1793,"lalibela-restaurant-washington"
1794,NULL
1795,NULL
1801,NULL
1803,NULL
1804,NULL
1805,"logan-tavern-washington"
1806,NULL
1807,NULL
1809,"new-york-cafe-washington"
1811,NULL
1813,NULL
1814,NULL
1815,NULL
1816,"stoneys-bar-and-grill-washington"
1817,NULL
1818,NULL
1819,NULL
1820,"station-9-washington"
1821,NULL
1823,NULL
1825,NULL
1826,NULL
1829,"commissary-washington"
1830,"subway-washington-24"
1831,"sizzling-express-washington-2"
1832,NULL
1836,NULL
1839,NULL
1840,"occidental-washington"
1841,NULL
1843,NULL
1844,NULL
1848,"caf?dupont-washington-3"
1850,NULL
1853,NULL
1854,NULL
1855,"cosi-washington-12"
1856,NULL
1857,"cornerstone-cafe-washington"
1859,NULL
1860,"sushi-taro-washington"
1861,"queen-of-sheba-washington"
1865,NULL
1867,NULL
1869,"cafe-green-washington"
1870,NULL
1871,NULL
1872,NULL
1874,NULL
1875,NULL
1877,"kramerbooks-and-afterwords-cafe-washington"
1878,NULL
1879,"jojo-restaurant-and-bar-washington"
1880,"jrs-bar-and-grill-washington"
1881,"fast-eddies-billiard-cafe-washington"
1883,"caf?bonaparte-washington-2"
1884,NULL
1885,NULL
1886,"selam-restaurant-washington"
1887,NULL
1888,NULL
1889,"great-wall-szechuan-house-washington"
1890,"jacks-fresh-washington-4"
1892,NULL
1896,"trio-restaurant-washington-2"
1902,NULL
1903,"los-cuates-washington"
1904,"the-eye-street-grill-washington"
1906,NULL
1907,NULL
1908,NULL
1909,NULL
1910,NULL
1911,NULL
1914,"circa-at-dupont-washington"
1916,"floriana-washington"
1918,"local-16-washington"
1920,"one-lounge-washington"
1921,NULL
1922,NULL
1923,"rice-washington"
1924,"basil-thai-restaurant-washington"
1925,"jetties-washington"
1926,NULL
1927,NULL
1928,"darlington-house-washington"
1929,"stetsons-famous-bar-and-grill-washington"
1930,"zorbas-cafe-washington"
1931,NULL
1932,"subway-washington-16"
1933,"to-market-to-market-washington"
1934,NULL
1935,NULL
1936,"prego-again-washington"
1941,"mcdonalds-washington-21"
1944,NULL
1945,NULL
1946,"georgetown-cafe-washington-2"
1947,"hanks-oyster-bar-washington"
1948,"chi-cha-lounge-washington"
1950,"blt-steak-washington"
1951,NULL
1953,NULL
1957,"chipotle-washington-3"
1958,NULL
1961,NULL
1962,NULL
1963,"la-frontera-cantina-washington"
1964,NULL
1966,"skewers-washington"
1967,"cafe-luna-washington"
1968,NULL
1969,"park-place-gourmet-ii-washington"
1971,"potbelly-sandwich-works-washington-9"
1972,"bua-restaurant-washington"
1973,"oriental-cafe-washington"
1974,"dupont-italian-kitchen-washington"
1976,"townhouse-tavern-washington"
1978,NULL
1982,"five-guys-burgers-and-fries-washington-6"
1983,NULL
1984,"patisserie-poupon-washington"
1986,"cosi-washington-13"
1987,"mccormick-and-schmicks-washington-2"
1988,"shawarma-king-washington"
1989,NULL
1990,NULL
1991,"potbelly-sandwich-shop-washington-13"
1992,"don-juan-restaurant-washington"
1994,"sette-osteria-washington"
1995,"subway-washington-60"
1997,"steam-cafe-and-lounge-washington"
2001,NULL
2003,NULL
2004,NULL
2005,NULL
2008,"cosi-washington-12"
2009,NULL
2010,NULL
2012,"la-tomate-washington"
2015,"potbelly-sandwich-shop-washington-13"
2016,"au-bon-pain-washington"
2017,NULL
2018,"m-e-swing-coffee-roasters-washington"
2019,NULL
2021,"sweetlicks-washington"
2023,"g-street-food-washington"
2026,"quiznos-washington-10"
2027,NULL
2029,NULL
2032,"thai-chef-sushi-bar-restaurant-washington"
2033,NULL
2034,"odeon-cafe-washington"
2036,NULL
2037,NULL
2039,NULL
2041,"johnny-rockets-washington-3"
2042,NULL
2043,"jacks-fresh-washington-3"
2044,"la-cafe-ii-washington"
2045,"cafe-asia-washington"
2046,"california-grill-washington-2"
2047,NULL
2048,NULL
2051,NULL
2052,NULL
2053,"vie-de-france-washington"
2054,"locolat-caf?washington-2"
2055,NULL
2056,"alero-restaurant-washington-2"
2057,"au-bon-pain-washington-5"
2058,"the-mudd-house-washington"
2059,"panache-washington"
2060,"met-cafe-washington"
2061,NULL
2062,"wendys-washington-2"
2064,"maddys-washington"
2066,NULL
2070,NULL
2071,NULL
2072,"suki-asia-washington"
2074,"city-lights-of-china-washington"
2075,NULL
2076,NULL
2077,"mourayo-washington"
2080,NULL
2081,NULL
2082,NULL
2084,NULL
2085,NULL
2087,"bistrot-lepic-washington"
2088,"crumbs-and-coffee-washington"
2089,"anna-marias-italian-restaurant-washington"
2090,NULL
2095,NULL
2097,"pollo-granjero-washington"
2101,NULL
2102,NULL
2103,NULL
2104,NULL
2105,"breadline-washington"
2107,"popeyes-chicken-and-biscuits-washington-5"
2109,"o-tasty-washington"
2111,"pizza-mart-washington"
2112,"burger-king-washington-11"
2113,"combination-restaurant-washington"
2114,NULL
2115,NULL
2116,"subway-washington-54"
2118,"cafe-phillips-washington"
2119,"taberna-del-alabardero-washington"
2120,NULL
2123,NULL
2125,"keren-restaurant-washington"
2126,"el-khartoum-washington"
2127,"pizzeria-trattoria-washington"
2129,"el-tamarindo-washington"
2130,"pasta-mia-washington"
2131,"mixtec-restaurant-washington"
2136,"russia-house-restaurant-and-lounge-washington-2"
2137,"an-uncommon-cafe-washington-2"
2140,NULL
2142,NULL
2143,"vapiano-washington-2"
2144,NULL
2145,"1800-caf?washington-2"
2147,NULL
2148,NULL
2149,NULL
2150,"corner-bakery-cafe-washington"
2151,"the-best-sandwich-place-washington"
2152,NULL
2153,"au-bon-pain-washington-5"
2155,"sulgrave-club-washington"
2160,"mandu-washington"
2161,NULL
2163,NULL
2164,NULL
2165,NULL
2169,NULL
2170,NULL
2172,"ozio-washington-2"
2174,NULL
2176,NULL
2177,NULL
2178,NULL
2181,"cashions-eat-place-washington"
2184,"giovannis-trattu-washington"
2185,NULL
2186,NULL
2187,NULL
2188,NULL
2189,NULL
2191,NULL
2192,NULL
2194,NULL
2195,"buca-di-beppo-washington"
2196,NULL
2197,"five-guys-washington-2"
2203,NULL
2205,"presto-pizza-pasta-washington"
2208,"ranch-1-washington-3"
2211,"sichuan-express-washington"
2213,"sign-of-the-whale-washington-2"
2214,NULL
2215,NULL
2216,NULL
2217,"malaysia-kopitiam-washington"
2221,"corner-bakery-cafe-washington"
2222,"cozy-cafe-washington-2"
2223,NULL
2224,"house-of-kabob-washington"
2225,"madhatter-washington-2"
2226,"bar-pilar-washington"
2227,"habana-village-washington"
2228,"caf?divan-washington-2"
2229,"lauriol-plaza-washington"
2230,"zabb-washington"
2232,"chipotle-washington-2"
2233,NULL
2235,NULL
2239,"cafe-saint-ex-washington"
2240,NULL
2242,NULL
2243,"au-bon-pain-washington-5"
2244,"au-bon-pain-washington-5"
2245,NULL
2246,NULL
2251,"cosi-washington-12"
2252,NULL
2253,NULL
2256,NULL
2258,NULL
2260,"potbelly-sandwich-shop-washington-13"
2261,"rumors-washington"
2262,NULL
2263,NULL
2264,"raku-washington"
2267,"mcdonalds-washington-4"
2268,NULL
2270,NULL
2273,NULL
2277,"ambassador-restaurant-and-bar-washington"
2278,NULL
2279,"teatro-goldoni-washington"
2282,"the-regent-thai-cuisine-washington"
2284,"chalins-restaurant-washington"
2287,"portico-restaurant-washington"
2288,"chartwell-grill-and-lounge-washington"
2289,NULL
2290,"plum-blossom-washington"
2291,"yetenbi-ethiopian-restaurant-washington"
2292,"kaz-sushi-bistro-washington"
2293,"axian-food-factory-washington"
2294,NULL
2295,"mcdonalds-washington-9"
2297,NULL
2298,"pizza-italia-washington"
2299,NULL
2300,NULL
2302,NULL
2303,NULL
2304,NULL
2306,NULL
2309,"aroma-indian-cuisine-washington-2"
2310,NULL
2311,"cosi-washington-4"
2312,NULL
2313,NULL
2314,"el-chalan-restaurant-washington"
2315,"little-ethiopia-restaurant-washington"
2317,"la-carbonara-washington"
2319,NULL
2320,NULL
2321,"capitol-pizza-washington-2"
2322,"zula-restaurant-washington"
2323,NULL
2324,NULL
2325,"axum-ethiopian-restaurant-washington"
2328,NULL
2329,NULL
2330,"jjs-cheesesteaks-washington"
2331,NULL
2332,NULL
2334,NULL
2336,"etete-washington"
2338,"subway-washington-34"
2340,NULL
2341,"subway-washington-54"
2342,"subway-washington-54"
2344,"baja-fresh-washington"
2346,"juice-zone-washington-2"
2347,"patza-grill-washington"
2350,"vidalia-restaurant-washington"
2351,"pizza-hut-washington-9"
2352,NULL
2353,"friends-kabob-washington"
2354,NULL
2359,NULL
2361,"hitching-post-washington"
2363,"l-enfant-cafe-and-bar-washington-2"
2364,NULL
2365,NULL
2367,NULL
2368,NULL
2371,"new-york-gourmet-deli-washington"
2373,"pizzeria-paradiso-washington"
2374,NULL
2375,NULL
2376,NULL
2377,"kinkeads-restaurant-washington"
2379,"johnny-rockets-washington-4"
2380,"italian-bertuccis-restaurant-washington"
2382,"au-bon-pain-washington-5"
2383,NULL
2384,NULL
2390,"crepeaway-washington"
2391,NULL
2393,NULL
2394,NULL
2395,NULL
2396,NULL
2397,NULL
2399,NULL
2400,NULL
2406,"teaism-washington-8"
2407,NULL
2409,"subway-washington-60"
2412,NULL
2413,NULL
2414,"primi-piatti-washington-2"
2415,NULL
2417,NULL
2419,"pesce-restaurant-washington"
2420,"bangkok-thai-dining-washington"
2422,NULL
2423,"ruths-chris-steak-house-washington"
2425,NULL
2426,"chix-washington"
2427,"cafe-lombardy-washington"
2428,"banana-leaves-washington"
2429,"peacock-grand-cafe-washington"
2430,"the-prime-rib-washington"
2431,NULL
2432,NULL
2433,"eola-washington"
2434,"busboys-and-poets-washington-2"
2435,"carvings-washington"
2436,"thai-kingdom-washington"
2437,NULL
2439,"american-red-cross-washington"
2440,"sakana-japanese-restaurant-washington"
2443,"food-corner-kabob-house-washington"
2444,"pizzeria-paradiso-washington"
2445,NULL
2447,NULL
2448,"subway-washington-39"
2449,NULL
2450,"cafe-japone-washington"
2451,"subway-washington-39"
2452,"m-street-bar-and-grill-washington"
2453,"dc-cafe-washington"
2454,"lindys-red-lion-washington"
2455,NULL
2456,NULL
2463,"pines-of-florence-dc-washington"
2464,NULL
2466,"scion-restaurant-washington"
2467,NULL
2470,"capitol-grounds-coffee-washington-2"
2471,NULL
2472,NULL
2473,NULL
2474,NULL
2476,NULL
2477,"duffys-irish-restaurant-and-pub-washington"
2479,NULL
2484,NULL
2485,NULL
2486,NULL
2487,NULL
2488,"eatonville-washington"
2489,"cosmos-club-washington"
2490,"urbana-washington"
2491,NULL
2492,NULL
2493,NULL
2494,NULL
2495,"uni-a-sushi-place-washington-2"
2496,NULL
2498,NULL
2501,"biryani-corner-washington"
2506,"cafe-romeos-washington"
2507,NULL
2508,"cafe-romeos-washington"
2510,"thai-place-washington"
2511,NULL
2512,"panda-cafe-washington-2"
2514,"graces-gourmet-washington"
2515,"jonathans-gourmet-deli-washington-3"
2516,"froggy-bottom-pub-washington"
2517,NULL
2519,NULL
2521,"soho-tea-and-coffee-washington"
2522,NULL
2523,NULL
2524,NULL
2525,"v-falafel-washington"
2528,"the-fireplace-washington"
2529,NULL
2534,NULL
2535,NULL
2536,NULL
2537,NULL
2539,"fat-daddys-washington"
2540,NULL
2541,"restaurant-judy-washington"
2543,NULL
2544,"restaurant-judy-washington"
2545,NULL
2548,"awash-restaurant-washington"
2549,"town-hall-washington-2"
2552,NULL
2553,NULL
2554,NULL
2556,NULL
2558,"soussi-restaurant-washington"
2559,"breadsoda-washington"
2560,NULL
2562,"sandellas-flatbread-cafe-washington"
2564,NULL
2567,NULL
2568,NULL
2570,"negril-eatery-washington"
2571,"subway-washington-4"
2572,"china-wonder-washington"
2573,"five-guys-famous-burgers-and-fries-washington"
2574,NULL
2575,"bread-and-chocolate-washington"
2576,NULL
2577,"exhale-washington"
2578,"las-canteras-washington"
2579,"afghan-grill-washington"
2580,"sushi-ko-washington"
2581,"momoyama-washington"
2582,NULL
2583,NULL
2584,NULL
2585,NULL
2586,NULL
2587,"dans-cafe-washington"
2589,"new-heights-restaurant-washington"
2590,NULL
2591,"bourbon-washington-2"
2592,NULL
2593,NULL
2594,NULL
2596,NULL
2597,NULL
2599,"mcdonalds-washington-4"
2600,NULL
2603,"open-city-washington"
2604,NULL
2605,"tom-tom-washington"
2606,"brueggers-bagels-washington-4"
2610,"angles-bar-and-billiards-washington-2"
2611,NULL
2612,NULL
2613,"bourbon-washington"
2614,NULL
2617,"my-brothers-place-washington"
2621,NULL
2622,NULL
2623,NULL
2624,NULL
2625,NULL
2627,"kavanaghs-pizza-pub-washington-2"
2628,NULL
2629,NULL
2630,NULL
2632,NULL
2634,NULL
2636,"aroma-cafe-washington"
2637,"marcels-washington"
2638,"mcfaddens-restaurant-and-saloon-washington"
2639,NULL
2641,NULL
2642,NULL
2644,"bardias-new-orleans-cafe-washington"
2645,NULL
2646,"rocklands-barbeque-and-grilling-company-washington-2"
2648,NULL
2649,"old-europe-washington"
2651,NULL
2652,"one-fish-two-fish-washington"
2653,NULL
2654,NULL
2657,NULL
2658,NULL
2659,"la-fourchette-washington"
2661,"jyoti-restaurant-washington-2"
2662,"meskerem-ethiopian-restaurant-washington-2"
2663,"pho14-at-adams-morgan-washington"
2664,NULL
2666,NULL
2668,NULL
2669,NULL
2670,NULL
2671,NULL
2673,"julias-empanadas-washington-3"
2674,"the-diner-washington"
2675,"pizza-bolis-washington-7"
2676,"tryst-coffee-house-bar-and-lounge-washington"
2677,"bossa-washington"
2678,NULL
2679,"subway-washington-33"
2680,NULL
2681,NULL
2682,"north-sea-restaurant-washington"
2684,"mcdonalds-washington-15"
2685,NULL
2686,NULL
2688,NULL
2689,NULL
2690,NULL
2691,NULL
2692,"roberts-restaurant-washington"
2693,NULL
2696,"churreria-madrid-washington"
2697,"twist-georgetown-restaurant-and-lounge-washington"
2699,NULL
2700,NULL
2701,"charmthai-restaurant-washington"
2702,"subway-washington-35"
2703,NULL
2704,"marshalls-bar-and-grille-washington"
2708,"chens-watergate-washington"
2710,NULL
2711,NULL
2713,"chipotle-mexican-grill-washington-4"
2714,"eddies-cafe-chinese-cuisine-washington"
2715,"labamba-sub-shop-washington"
2716,NULL
2717,"ristorante-la-perla-washington"
2718,"rajaji-curry-house-washington"
2720,"mr-chens-organic-chinese-cuisine-washington"
2721,"tono-sushi-washington"
2722,NULL
2723,NULL
2724,NULL
2725,"murphys-of-dc-washington"
2727,"medaterra-washington"
2729,"mcdonalds-washington-22"
2731,NULL
2732,"woodley-cafe-washington"
2734,"taste-of-india-washington"
2735,"pasta-italiana-washington"
2736,NULL
2741,NULL
2743,NULL
2744,"lebanese-taverna-washington"
2747,NULL
2751,"petits-plats-washington"
2753,NULL
2755,NULL
2756,NULL
2757,NULL
2758,NULL
2760,NULL
2761,NULL
2762,NULL
2763,"roof-terrace-restaurant-washington-3"
2767,NULL
2770,"seasons-restaurant-washington"
2771,NULL
2772,NULL
2774,NULL
2777,NULL
2778,"don-lobos-mexican-grill-washington-2"
